Index,job_title,mean_sal_est,company,Location,State,col_state,Headquarters,Size,Founded,Industry
554,Workday Technical Analyst- Data Conversions,$54 ,"University of Southern California
4.2","Los Angeles, CA",CA,102.9,"Los Angeles, CA",10000+ employees,1880,Colleges & Universities
555,Data Analyst Healthcare - Experienced or Entry Level,$54 ,"Delmarva Foundation
3.1","Cerritos, CA",CA,102.9,"Easton, MD",501 to 1000 employees,1973,Consulting
556,Woocommerce Data Governance Analyst,$54 ,"LiveGlam
4.1","Los Angeles, CA",CA,102.9,"Los Angeles, CA",51 to 200 employees,2016,"Health, Beauty, & Fitness"
557,"Analyst, Data Operations",$54 ,"Warner Bros. Entertainment
3.9","Burbank, CA",CA,102.9,"Burbank, CA",5001 to 10000 employees,1923,Motion Picture Production & Distribution
558,Data Analyst,$54 ,NextDeavor Services,"Carson, CA",CA,102.9,-1,-1,-1,-1
559,Data Analyst,$54 ,"Cenergy
3.5","Irwindale, CA",CA,102.9,"Milton, WV",51 to 200 employees,-1,Construction
560,Data Analyst (Apex Legends),$54 ,"Electronic Arts
3.9","Los Angeles, CA",CA,102.9,"Redwood City, CA",5001 to 10000 employees,1982,Video Games
561,Data Intelligence Analyst II ( Epic Certification Required ),$54 ,"Cedars-Sinai
3.9","Los Angeles, CA",CA,102.9,"Los Angeles, CA",10000+ employees,1902,Health Care Services & Hospitals
562,Market Data Analyst,$54 ,"Capital Group
3.9","Los Angeles, CA",CA,102.9,"Los Angeles, CA",5001 to 10000 employees,1931,Investment Banking & Asset Management
563,"Sr Analyst, Data Operations",$54 ,"Turner Broadcasting
3.7","Burbank, CA",CA,102.9,"New York, NY",10000+ employees,2003,TV Broadcast & Cable Networks
564,Data Analyst (Ryan White),$54 ,"AIDS Healthcare Foundation
4.7","Los Angeles, CA",CA,102.9,"Los Angeles, CA",1001 to 5000 employees,1987,Health Care Services & Hospitals
565,Senior Data Analyst,$54 ,"Lucky Day
4.0","Los Angeles, CA",CA,102.9,"Los Angeles, CA",1 to 50 employees,2014,Internet
566,"Data System Analyst I, LACERA (Senior Java Developer)",$54 ,"LACERA
3.5","Pasadena, CA",CA,102.9,"Pasadena, CA",201 to 500 employees,1938,Investment Banking & Asset Management
567,Data Analyst,$54 ,"Arize Corporation
2.9","Anaheim, CA",CA,102.9,"New York, NY",201 to 500 employees,-1,Publishing
568,Data Analyst,$54 ,"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
2.8","Burbank, CA",CA,102.9,"Burbank, CA",Unknown,-1,-1
569,Data Analyst,$54 ,"Computershare
3.1","El Segundo, CA",CA,102.9,"Melbourne, Australia",10000+ employees,1978,Financial Transaction Processing
570,Junior Data Analyst,$54 ,"Staffigo Technical Services, LLC
5.0","Los Angeles, CA",CA,102.9,"Woodridge, IL",51 to 200 employees,2008,IT Services
1094,"Jr. Data Analyst, Master Data",$53 ,"IntegriChain
3.2","Philadelphia, PA",PA,98.9,"Philadelphia, PA",201 to 500 employees,2005,IT Services
1095,Data Analyst,$53 ,"PMHCC Inc.
2.4","Philadelphia, PA",PA,98.9,"Philadelphia, PA",501 to 1000 employees,1987,Health Care Services & Hospitals
1096,Neuroimaging Data Analyst Junior,$53 ,"University of Pennsylvania
4.3","Philadelphia, PA",PA,98.9,"Philadelphia, PA",10000+ employees,1740,Colleges & Universities
1097,Healthcare Data Analytics Analyst,$53 ,"AmeriHealth Caritas
3.1","Philadelphia, PA",PA,98.9,"Philadelphia, PA",5001 to 10000 employees,1983,Insurance Carriers
1098,Certified Tumor Registrar/Data Analyst [CTR and experience required],$53 ,"Temple University Health System
3.5","Philadelphia, PA",PA,98.9,"Philadelphia, PA",5001 to 10000 employees,-1,Health Care Services & Hospitals
1099,Business Systems/Data Analyst [Remote],$53 ,Wittij Consulting,"Philadelphia, PA",PA,98.9,"Smithfield, RI",1 to 50 employees,-1,-1
1100,CCB Risk - Fraud Risk Data Analyst - Associate,$53 ,"JPMorgan Chase & Co.
3.9","Wilmington, DE",DE,101.3,"New York, NY",10000+ employees,1799,Investment Banking & Asset Management
1101,Data Analyst,$53 ,"Staffigo Technical Services, LLC
5.0","Philadelphia, PA",PA,98.9,"Woodridge, IL",51 to 200 employees,2008,IT Services
1102,Analyst Data Intelligence (US),$53 ,"Avantor
2.4","Radnor, PA",PA,98.9,"Radnor, PA",10000+ employees,1904,Biotech & Pharmaceuticals
1103,Healthcare Data Analytics Analyst,$53 ,Amerihealth Caritas Health Plan,"Philadelphia, PA",PA,98.9,-1,-1,-1,-1
1104,Data Analyst,$53 ,"Tandigm Health LLC
4.2","West Conshohocken, PA",PA,98.9,"West Conshohocken, PA",51 to 200 employees,2014,Health Care Services & Hospitals
1105,Clinical Data Analyst,$53 ,"University of Pennsylvania
4.3","Philadelphia, PA",PA,98.9,"Philadelphia, PA",10000+ employees,1740,Colleges & Universities
1106,Data Analyst - Contract - W2,$53 ,Amplify Systems,"Malvern, PA",PA,98.9,"Salem, NH",1 to 50 employees,-1,IT Services
1107,Healthcare Data Analyst,$53 ,DL Staffing Solutions,"Philadelphia, PA",PA,98.9,-1,-1,-1,-1
1108,"Data Analyst, Value Based Payment (VBP)",$53 ,"Change Healthcare
2.7","King of Prussia, PA",PA,98.9,"Nashville, TN",10000+ employees,2007,IT Services
1109,Data Analyst - Digital Media,$53 ,"Bryn Mawr Communications LLC
4.6","Wayne, PA",PA,98.9,"Wayne, PA",1 to 50 employees,-1,Publishing
1110,Data Strategy Analyst,$53 ,"Mondo
3.9","Wilmington, DE",DE,101.3,"New York, NY",51 to 200 employees,2000,Staffing & Outsourcing
1111,Business Data Analyst,$53 ,"Dextro Software Systems
3.5","Bensalem, PA",PA,98.9,"Princeton Junction, NJ",51 to 200 employees,1993,IT Services
1112,"Senior Data Analyst, Specialist",$53 ,"Vanguard
3.2","Malvern, PA",PA,98.9,"Malvern, PA",10000+ employees,1975,Investment Banking & Asset Management
1113,Data Analyst/Architect,$53 ,"TechUSA
2.7","Philadelphia, PA",PA,98.9,"Millersville, MD",1001 to 5000 employees,1998,Staffing & Outsourcing
1114,Sr Data Analyst,$53 ,"Mondo
3.9","Philadelphia, PA",PA,98.9,"New York, NY",51 to 200 employees,2000,Staffing & Outsourcing
1115,Data Analyst - Contractor,$53 ,"ConnectiveRx
3.1","King of Prussia, PA",PA,98.9,"Whippany, NJ",1001 to 5000 employees,2015,Biotech & Pharmaceuticals
1116,SQL Data Analyst,$53 ,"Piper Companies
4.5","Horsham, PA",PA,98.9,"Mc Lean, VA",201 to 500 employees,2011,Staffing & Outsourcing
1117,Data Analyst/Records Management,$53 ,"Innovative Development, LLC
3.8","Exton, PA",PA,98.9,"Harleysville, PA",51 to 200 employees,1992,Consulting
1118,Senior Data Analyst,$53 ,"Philabundance
3.2","Philadelphia, PA",PA,98.9,"Philadelphia, PA",201 to 500 employees,-1,Social Assistance
1119,Senior Data Analyst,$53 ,"Collabera
4.1","Philadelphia, PA",PA,98.9,"Basking Ridge, NJ",10000+ employees,1991,IT Services
1120,Business / Data Analyst,$53 ,Kforce Technology Staffing,"Wilmington, DE",DE,101.3,-1,-1,-1,-1
1121,Data Analyst- Remote,$53 ,FredBeans,"Doylestown, PA",PA,98.9,-1,-1,-1,-1
1122,Data Governance Analyst,$53 ,"Genuent Global, LLC
3.5","Wayne, PA",PA,98.9,"Houston, TX",201 to 500 employees,2006,Staffing & Outsourcing
716,Radar Telemetry Data Analyst,$53 ,TopTalentFetch,"Anaheim, CA",CA,102.9,-1,-1,-1,-1
717,Radar Telemetry Data Analyst,$53 ,Stark HR Consulting LLC,"Anaheim, CA",CA,102.9,-1,-1,-1,-1
718,Senior Healthcare Data Analyst,$53 ,"AlphaProTemps, A.P.R., Inc.","San Fernando, CA",CA,102.9,-1,-1,-1,-1
719,Radar Telemetry Data Analyst,$53 ,Devotion Business Solutions,"Anaheim, CA",CA,102.9,-1,-1,-1,-1
1201,Data Analyst / Tableau Developer,$53 ,"Technocrafts, Inc.
3.9","San Antonio, TX",TX,89.1,"Chantilly, VA",1 to 50 employees,-1,Computer Hardware & Software
1202,Data Analyst,$53 ,"Ionidea
3.4","San Antonio, TX",TX,89.1,"Fairfax, VA",1001 to 5000 employees,1991,IT Services
1203,Data Analyst,$53 ,"CYNET SYSTEMS
4.0","San Antonio, TX",TX,89.1,"Ashburn, VA",501 to 1000 employees,2010,IT Services
1204,Data Analyst,$53 ,"Integrated Resources
3.1","San Antonio, TX",TX,89.1,"Edison, NJ",201 to 500 employees,1996,Staffing & Outsourcing
1205,Data Analyst I,$53 ,"Deacon Recruiting
3.0","San Antonio, TX",TX,89.1,"San Antonio, TX",1 to 50 employees,-1,Staffing & Outsourcing
1206,Data Reporting Analyst,$53 ,"Indotronix International Corporation
3.9","San Antonio, TX",TX,89.1,"Rochester, NY",501 to 1000 employees,1986,IT Services
1207,Data Analyst,$53 ,"Diverse Lynx
3.9","San Antonio, TX",TX,89.1,"Princeton, NJ",501 to 1000 employees,2002,IT Services
1208,Data Analyst,$53 ,"Huntington Ingalls Industries
3.7","San Antonio, TX",TX,89.1,"Newport News, VA",10000+ employees,2011,Aerospace & Defense
1209,Marketing & Data Analyst,$53 ,"Principle Auto
4.1","San Antonio, TX",TX,89.1,"San Antonio, TX",501 to 1000 employees,2014,Vehicle Dealers
1210,Data Analyst,$53 ,"C2 GPS- Alamo Workforce
3.4","San Antonio, TX",TX,89.1,"Austin, TX",501 to 1000 employees,2010,Consulting
1211,Data Reporting Analyst,$53 ,"Vantage Bank Texas
3.4","San Antonio, TX",TX,89.1,"San Antonio, TX",201 to 500 employees,1985,Banks & Credit Unions
1212,"Data & Reporting Analyst, Distribution Planning & Operations",$53 ,"H E B
4.3","San Antonio, TX",TX,89.1,"San Antonio, TX",10000+ employees,1905,Grocery Stores & Supermarkets
1213,Data Analyst,$53 ,"Vinsari
2.5","San Antonio, TX",TX,89.1,"Irving, TX",51 to 200 employees,-1,-1
1214,Epidemiologist - Data Analyst,$53 ,"CICONIX, LLC
4.0","San Antonio, TX",TX,89.1,"Annapolis, MD",1 to 50 employees,-1,Federal Agencies
1215,Contract Data Analyst,$53 ,"Amyx, Iinc.","San Antonio, TX",TX,89.1,-1,-1,-1,-1
1216,Epidemiology Data Analyst,$53 ,"NJVC
2.8","San Antonio, TX",TX,89.1,"Chantilly, VA",1001 to 5000 employees,2001,IT Services
1217,Data Business Solutions Analyst,$53 ,"Randstad
3.7","San Antonio, TX",TX,89.1,"Atlanta, GA",1001 to 5000 employees,-1,Staffing & Outsourcing
1218,Data Analyst,$53 ,"Staffigo Technical Services, LLC
5.0","San Antonio, TX",TX,89.1,"Woodridge, IL",51 to 200 employees,2008,IT Services
1219,Risk Data Analyst,$53 ,"Deacon Recruiting
3.0","San Antonio, TX",TX,89.1,"San Antonio, TX",1 to 50 employees,-1,Staffing & Outsourcing
1220,Contract Data Analyst,$53 ,"Amyx, Inc.
4.0","San Antonio, TX",TX,89.1,"Reston, VA",501 to 1000 employees,1999,IT Services
1221,Senior Data Analyst,$53 ,"Scaleworks
4.5","San Antonio, TX",TX,89.1,"San Antonio, TX",1 to 50 employees,2016,Computer Hardware & Software
1222,Senior Data Analyst,$53 ,"HCL Technologies Ltd.
3.5","San Antonio, TX",TX,89.1,"Noida, India",10000+ employees,1991,Computer Hardware & Software
1223,Data Analyst,$53 ,"CDO Technologies Inc
3.3","San Antonio, TX",TX,89.1,"Dayton, OH",201 to 500 employees,1995,Computer Hardware & Software
1224,"Epidemiology/Data Analyst, San Antonio, TX, US, ID",$53 ,Cherokee Federal,"San Antonio, TX",TX,89.1,"Rusk, TX",1 to 50 employees,-1,Banks & Credit Unions
1225,Senior Data Analyst,$53 ,"Kforce
4.1","San Antonio, TX",TX,89.1,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing
1226,Senior Data Science Analyst,$53 ,"PETCO
2.9","San Antonio, TX",TX,89.1,"San Diego, CA",10000+ employees,1965,Pet & Pet Supplies Stores
1227,"Data Analyst ( SAS,SQL)",$53 ,"eTeam Inc.
3.7","San Antonio, TX",TX,89.1,"South Plainfield, NJ",51 to 200 employees,1999,Staffing & Outsourcing
1228,Data Analyst - Top Secret w/ SCI Eligibility,$53 ,"LMI
4.0","San Antonio, TX",TX,89.1,"Tysons, VA",1001 to 5000 employees,1961,Consulting
1229,Epidemiology/Data Analyst,$53 ,"CAMRIS International
4.0","San Antonio, TX",TX,89.1,"Bethesda, MD",201 to 500 employees,2003,Federal Agencies
1230,Epidemiology Data Analyst,$53 ,"General Dynamics Information Technology
3.5","Lackland AFB, TX",TX,89.1,"Fairfax, VA",10000+ employees,1996,IT Services
0,"Data Analyst, Center on Immigration and Justice (CIJ)",$52 ,"Vera Institute of Justice
3.2","New York, NY",NY,100.1,"New York, NY",201 to 500 employees,1961,Social Assistance
1,Quality Data Analyst,$52 ,"Visiting Nurse Service of New York
3.8","New York, NY",NY,100.1,"New York, NY",10000+ employees,1893,Health Care Services & Hospitals
2,"Senior Data Analyst, Insights & Analytics Team [Customer Operations]",$52 ,"Squarespace
3.4","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,2003,Internet
3,Data Analyst,$52 ,"Celerity
4.1","New York, NY",NY,100.1,"McLean, VA",201 to 500 employees,2002,IT Services
4,Reporting Data Analyst,$52 ,"FanDuel
3.9","New York, NY",NY,100.1,"New York, NY",501 to 1000 employees,2009,Sports & Recreation
5,Data Analyst,$52 ,"Point72
3.9","New York, NY",NY,100.1,"Stamford, CT",1001 to 5000 employees,2014,Investment Banking & Asset Management
6,Business/Data Analyst (FP&A),$52 ,"Two Sigma
4.4","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,2001,Investment Banking & Asset Management
7,Data Science Analyst,$52 ,"GNY Insurance Companies
3.7","New York, NY",NY,100.1,"New York, NY",201 to 500 employees,1914,Insurance Carriers
8,Data Analyst,$52 ,"DMGT
4.0","New York, NY",NY,100.1,"London, United Kingdom",5001 to 10000 employees,1896,Venture Capital & Private Equity
9,"Data Analyst, Merchant Health",$52 ,"Riskified
4.4","New York, NY",NY,100.1,"New York, NY",501 to 1000 employees,2013,Research & Development
10,Data Analyst,$52 ,"NYU Langone Health
4.0","New York, NY",NY,100.1,"New York, NY",10000+ employees,1841,Health Care Services & Hospitals
11,Data Analyst,$52 ,BulbHead,"Fairfield, NJ",NJ,102,-1,1 to 50 employees,-1,-1
12,DATA ANALYST,$52 ,"Montefiore Medical
3.7","New York, NY",NY,100.1,"Bronx, NY",10000+ employees,1884,Health Care Services & Hospitals
13,Senior Data Analyst,$52 ,"Known
3.0","New York, NY",NY,100.1,"New York, NY",201 to 500 employees,2004,Advertising & Marketing
14,Investment Advisory Data Analyst,$52 ,"Advisor Group
3.4","Jersey City, NJ",NJ,102,"Phoenix, AZ",1001 to 5000 employees,2016,Brokerage Services
15,Sustainability Data Analyst,$52 ,"CodeGreen Solutions
3.6","New York, NY",NY,100.1,"New York, NY",1 to 50 employees,-1,Building & Personnel Services
16,Data Analyst,$52 ,"Undertone
3.8","New York, NY",NY,100.1,"New York, NY",201 to 500 employees,2001,Advertising & Marketing
17,Clinical Data Analyst,$52 ,"NYSTEC
3.8","New York, NY",NY,100.1,"Rome, NY",51 to 200 employees,1996,Consulting
18,DATA PROGRAMMER/ANALYST,$52 ,"Education Development Center, Inc.
3.9","New York, NY",NY,100.1,"Waltham, MA",501 to 1000 employees,1958,Research & Development
19,Data Analyst,$52 ,"Teachers Pay Teachers
4.9","New York, NY",NY,100.1,"New York, NY",51 to 200 employees,2006,Internet
20,"Product Analyst, Data Science",$52 ,"Google
4.4","New York, NY",NY,100.1,"Mountain View, CA",10000+ employees,1998,Internet
21,Data Science Analyst,$52 ,MUSIC & Entertainment,"New York, NY",NY,100.1,"Marina del Rey, CA",Unknown,-1,-1
22,Data Analyst - Intex Developer,$52 ,"Macquarie Group
3.3","New York, NY",NY,100.1,"Sydney, Australia",10000+ employees,1969,Investment Banking & Asset Management
23,Data Analyst,$52 ,"Andiamo
3.5","New York, NY",NY,100.1,"Warren, MI",201 to 500 employees,-1,Casual Restaurants
24,Entry Level / Jr. Data Analyst,$52 ,"Dash Technologies Inc
3.8","New York, NY",NY,100.1,"Columbus, OH",1 to 50 employees,-1,-1
25,Data Analyst,$52 ,"Hearst Communications
4.0","New York, NY",NY,100.1,"San Francisco, CA",1 to 50 employees,-1,Advertising & Marketing
26,Data + Business Intelligence Analyst,$52 ,"Duolingo
5.0","New York, NY",NY,100.1,"Pittsburgh, PA",201 to 500 employees,2011,Internet
27,"Data Analyst, Product",$52 ,"Ro
4.8","New York, NY",NY,100.1,"New York, NY",51 to 200 employees,2017,Health Care Services & Hospitals
28,Data Analyst Entry Level,$52 ,"Endai
3.7","New York, NY",NY,100.1,"New York, NY",1 to 50 employees,-1,Advertising & Marketing
29,Data Analyst,$52 ,"BlueLabs
4.7","New York, NY",NY,100.1,"Washington, DC",1 to 50 employees,-1,Research & Development
2154,Data Quality Analyst,$52 ,"Focal Systems
3.8","Burlingame, KS",KS,84,"Burlingame, CA",1 to 50 employees,2015,Computer Hardware & Software
2155,SAP DATA ANALYST,$52 ,"Advent Global Solutions, Inc.
3.4","Topeka, KS",KS,84,"Houston, TX",501 to 1000 employees,1997,IT Services
2156,SAP Data Analyst,$52 ,Advent Global Solutions - Special Instance,"Topeka, KS",KS,84,-1,-1,-1,-1
1751,Data/Financial Analyst,$51 ,"SUNSET LOGISTICS, INC
1.7","Fort Worth, TX",TX,89.1,"Fort Worth, TX",51 to 200 employees,-1,Transportation Management
1752,Data Analyst - Intelligent Automation,$51 ,"Prudent Technologies & Consulting
4.2","Fort Worth, TX",TX,89.1,"Dallas, TX",51 to 200 employees,1998,IT Services
1753,(Risk Data Analyst),$51 ,"System Soft Technologies
4.8","Fort Worth, TX",TX,89.1,"Tampa, FL",201 to 500 employees,1999,IT Services
1754,Systems Analyst - Data Conversion,$51 ,"Fidelity TalentSource
3.9","Westlake, TX",TX,89.1,"Boston, MA",1001 to 5000 employees,1986,Staffing & Outsourcing
1755,"Business Analyst with Data Governance ,IDQ exp",$51 ,SM LOgics Inc,"Fort Worth, TX",TX,89.1,"Carrollton, TX",Unknown,-1,-1
1756,"Business Analyst with Data Governance ,IDQ exp",$51 ,smlogics,"Fort Worth, TX",TX,89.1,-1,-1,-1,-1
1757,(Data Risk Analyst: Data Modeler),$51 ,"System Soft Technologies
4.8","Fort Worth, TX",TX,89.1,"Tampa, FL",201 to 500 employees,1999,IT Services
2096,Technical Data Analyst,$51 ,"Lionbridge
3.3","Redmond, WA",WA,111.6,"Waltham, MA",5001 to 10000 employees,1996,IT Services
2097,Senior Product Data Analyst,$51 ,"Remitly
4.3","Seattle, WA",WA,111.6,"Seattle, WA",1001 to 5000 employees,2011,Banks & Credit Unions
2098,Business Data Analyst,$51 ,"Homesite Group
3.3","Seattle, WA",WA,111.6,"Boston, MA",1001 to 5000 employees,1997,Insurance Carriers
2099,Data Analyst,$51 ,"Microsoft Corporation
4.3","Redmond, WA",WA,111.6,"Redmond, WA",10000+ employees,1975,Computer Hardware & Software
2100,Data Analyst,$51 ,"Akraya Inc.
4.6","Seattle, WA",WA,111.6,"Santa Clara, CA",51 to 200 employees,2001,Staffing & Outsourcing
2101,IT Data Analyst,$51 ,"Washington Federal
3.6","Seattle, WA",WA,111.6,"Seattle, WA",1001 to 5000 employees,1917,Banks & Credit Unions
2102,Data Analyst I,$51 ,"SureCritic
3.0","Seattle, WA",WA,111.6,"Seattle, WA",1 to 50 employees,-1,Research & Development
2103,Business Data Analyst - Marketing,$51 ,"Costco Wholesale Corporation
4.0","Issaquah, WA",WA,111.6,"Issaquah, WA",10000+ employees,1976,General Merchandise & Superstores
2104,Business/Data Analyst,$51 ,"TechDigital Corporation
3.5","Seattle, WA",WA,111.6,"Burnsville, MN",51 to 200 employees,2008,Computer Hardware & Software
2105,Demand Response (DR) and Customer Success (CSM) BI and Data Analyst,$51 ,"Microsoft Corporation
4.3","Redmond, WA",WA,111.6,"Redmond, WA",10000+ employees,1975,Computer Hardware & Software
2106,Data Analyst,$51 ,Rainier Valley Leadership Academy,"Seattle, WA",WA,111.6,-1,-1,-1,-1
2107,Data Development Analyst~,$51 ,"Costco Wholesale Corporation
4.0","Issaquah, WA",WA,111.6,"Issaquah, WA",10000+ employees,1976,General Merchandise & Superstores
2108,Data Analyst,$51 ,"LendingTree, LLC.
3.7","Seattle, WA",WA,111.6,"Charlotte, NC",1001 to 5000 employees,1996,Lending
2109,Data Analyst II,$51 ,"Blue Origin
2.9","Kent, WA",WA,111.6,"Kent, WA",1001 to 5000 employees,2000,Aerospace & Defense
2110,Junior Data Analyst,$51 ,"Staffigo Technical Services, LLC
5.0","Seattle, WA",WA,111.6,"Woodridge, IL",51 to 200 employees,2008,IT Services
2111,Junior Data Analyst,$51 ,"Resource Logistics, Inc.
4.7","Redmond, WA",WA,111.6,"Edison, NJ",51 to 200 employees,1997,Logistics & Supply Chain
2112,Data Analyst,$51 ,"Staffigo Technical Services, LLC
5.0","Seattle, WA",WA,111.6,"Woodridge, IL",51 to 200 employees,2008,IT Services
2113,"Data Analyst II, QA",$51 ,"iSpot.tv, Inc.
4.2","Bellevue, WA",WA,111.6,"Bellevue, WA",51 to 200 employees,-1,-1
2114,Data Analyst - Revenue Assurance,$51 ,"Subex
3.2","Bellevue, WA",WA,111.6,"Bengaluru, India",501 to 1000 employees,1992,Enterprise Software & Network Solutions
2115,Data Standards Analyst,$51 ,"Fred Hutch
3.9","Seattle, WA",WA,111.6,"Seattle, WA",1001 to 5000 employees,1975,Social Assistance
2116,DATA ANALYST,$51 ,"Synaptein Solutions Inc.
3.8","Seattle, WA",WA,111.6,"Chantilly, VA",1 to 50 employees,-1,Accounting
2117,Data Analyst,$51 ,"Wipro Ltd.
2.9","Redmond, WA",WA,111.6,"Bengaluru, India",10000+ employees,1945,IT Services
2118,Business Data Analyst,$51 ,"Intelliswift Software Inc
3.0","Seattle, WA",WA,111.6,"Newark, CA",201 to 500 employees,1998,Staffing & Outsourcing
2119,Data Analyst,$51 ,"Kelly IT
3.4","Renton, WA",WA,111.6,-1,501 to 1000 employees,-1,Staffing & Outsourcing
2120,Data Technician/Analyst/Specialist,$51 ,"Leo Tech, LLC
3.5","Seattle, WA",WA,111.6,"Singapore, Singapore",51 to 200 employees,-1,-1
2121,Senior Data Analyst,$51 ,"LendingTree, LLC.
3.7","Seattle, WA",WA,111.6,"Charlotte, NC",1001 to 5000 employees,1996,Lending
1308,#104252 Division Data and Financial Analyst,$48 ,"UC San Diego
4.3","San Diego, CA",CA,102.9,"La Jolla, CA",10000+ employees,1960,Colleges & Universities
1309,Systems Analyst - Data Integration and ETL process,$48 ,"Kelly IT
3.4","San Diego, CA",CA,102.9,-1,501 to 1000 employees,-1,Staffing & Outsourcing
1310,Senior Financial Data Analyst,$48 ,"Vervent
3.5","San Diego, CA",CA,102.9,"San Diego, CA",501 to 1000 employees,1986,Lending
1311,Sr. C4I Data Analyst/Engineer,$48 ,"Perspecta
3.3","San Diego, CA",CA,102.9,"Chantilly, VA",10000+ employees,2018,Aerospace & Defense
1312,Senior Tactical Data Link Systems Analyst,$48 ,"SBG Techology Solutions
3.7","San Diego, CA",CA,102.9,"Stafford, VA",51 to 200 employees,2004,IT Services
2073,Data Analyst,$48 ,"Allied Solutions
3.2","Carmel, IN",IN,92.4,"Carmel, IN",1001 to 5000 employees,2001,Insurance Agencies & Brokerages
2074,Healthcare Data Analyst,$48 ,"Navient
3.3","Indianapolis, IN",IN,92.4,"Wilmington, DE",5001 to 10000 employees,2014,Financial Transaction Processing
2075,Data Analyst,$48 ,"Briljent
3.5","Indianapolis, IN",IN,92.4,"Fort Wayne, IN",51 to 200 employees,1998,Consulting
2076,"Data Analyst, Predictive Analytics",$48 ,"Upper Hand
4.2","Indianapolis, IN",IN,92.4,"Indianapolis, IN",1 to 50 employees,2012,Enterprise Software & Network Solutions
2077,Healthcare Data Analyst,$48 ,"Vespa Group LLC
2.8","Indianapolis, IN",IN,92.4,"Santa Clara, CA",1 to 50 employees,-1,Casual Restaurants
2078,Data Analyst,$48 ,"Lilt
3.8","Indianapolis, IN",IN,92.4,"San Francisco, CA",51 to 200 employees,2015,Internet
2079,Data Analyst,$48 ,"BCforward
2.8","Indianapolis, IN",IN,92.4,"Indianapolis, IN",1001 to 5000 employees,1998,IT Services
2080,Junior Data Analyst,$48 ,"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",IN,92.4,"Woodridge, IL",51 to 200 employees,2008,IT Services
2081,COVID-19 Data Analyst,$48 ,"Alpha Rae Personnel, Inc.
3.6","Indianapolis, IN",IN,92.4,"Fort Wayne, IN",1001 to 5000 employees,-1,Staffing & Outsourcing
2082,Business Data Analyst,$48 ,"The Fountain Group
3.6","Indianapolis, IN",IN,92.4,"Tampa, FL",1001 to 5000 employees,2001,Staffing & Outsourcing
2083,Junior Data Analyst Python,$48 ,"Gallega Software Solutions Inc
4.2","Indianapolis, IN",IN,92.4,"Alpharetta, GA",1 to 50 employees,-1,-1
2084,IT Data Analyst (Power BI),$48 ,"Swoon
4.6","Indianapolis, IN",IN,92.4,"Chicago, IL",201 to 500 employees,2010,Staffing & Outsourcing
2085,Data Analyst,$48 ,"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",IN,92.4,"Woodridge, IL",51 to 200 employees,2008,IT Services
2086,Local Data Analyst - Clinical,$48 ,"Keywords Studios
3.1","Indianapolis, IN",IN,92.4,"Dublin, Ireland",5001 to 10000 employees,1998,IT Services
2087,Quality Data Analyst,$48 ,"Kuehne + Nagel
3.5","Whitestown, IN",IN,92.4,"Feusisberg, Switzerland",10000+ employees,1890,Logistics & Supply Chain
2088,Senior Data Analyst,$48 ,"CYNET SYSTEMS
4.0","Indianapolis, IN",IN,92.4,"Ashburn, VA",501 to 1000 employees,2010,IT Services
2089,Ending The HIV Epidemic Data Analyst,$48 ,"Health & Hospital Corporation
3.4","Indianapolis, IN",IN,92.4,"Indianapolis, IN",1001 to 5000 employees,1951,Health Care Services & Hospitals
2090,Senior Data Analyst,$48 ,"Heartland Payment Systems
2.9","Jeffersonville, IN",IN,92.4,"Edmond, OK",1001 to 5000 employees,1997,Financial Transaction Processing
2091,Data Analyst Junior,$48 ,"Staffigo Technical Services, LLC
5.0","Indianapolis, IN",IN,92.4,"Woodridge, IL",51 to 200 employees,2008,IT Services
2092,Sr. Healthcare Data Analyst,$48 ,"Franciscan Health
3.5","Beech Grove, IN",IN,92.4,"Mishawaka, IN",10000+ employees,1875,Health Care Services & Hospitals
2093,Sr Data Analyst II,$48 ,"Vespa Group LLC
2.8","Indianapolis, IN",IN,92.4,"Santa Clara, CA",1 to 50 employees,-1,Casual Restaurants
2094,Operations/Quality Data Analyst,$48 ,"Little Raymond's Print Shop
4.0","Lawrence, IN",IN,92.4,"Moosic, PA",51 to 200 employees,-1,"Department, Clothing, & Shoe Stores"
2095,Sr. IT Data Analyst,$48 ,"CNO Financial Group
2.7","Carmel, IN",IN,92.4,"Carmel, IN",1001 to 5000 employees,1979,Insurance Carriers
450,a. Senior Data and Business Analyst,$45 ,"Connor Group
4.0","Salt Lake City, UT",UT,99.8,"Santa Clara, CA",201 to 500 employees,2006,Accounting
451,Fund Data Analyst,$45 ,"Vivint Solar
3.5","Lehi, UT",UT,99.8,"Lehi, UT",1001 to 5000 employees,2011,Energy
452,Sr Python Data Analyst(no c2c) contract w2 only,$45 ,"VED Software Services, Inc.
2.9","Salt Lake City, UT",UT,99.8,"Farmington Hills, MI",51 to 200 employees,1995,IT Services
453,TX Healthcare Data/Reporting Analyst,$45 ,"Abacus Service Corporation
4.2","Salt Lake City, UT",UT,99.8,"Southfield, MI",501 to 1000 employees,2004,Staffing & Outsourcing
